"query","subject","identity_perc","alignment_len","mismatch_num","gap_num","query_start","query_end","subject_start","subject_end","expect","score"
"AT5G50170","TRINITY_DN100002_c0_g1_i2_1_299_3421",30.137,73,44,2,541,608,35,105,0.15,36.6
"AT5G40790","TRINITY_DN100001_c8_g5_i2_1_946_1464",41.304,46,25,1,152,195,52,97,1.1,30.8
"AT5G46100","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.788,396,267,4,60,450,183,568,4.48e-52,189
"AT5G04460","TRINITY_DN100000_c0_g1_i2_1_55_1236",34.091,44,28,1,811,853,342,385,9.5,30.4
"AT5G40720","TRINITY_DN100021_c0_g2_i1_1_209_1957",40.306,392,205,11,161,532,183,565,1.48e-87,286
"AT5G50230","TRINITY_DN100007_c0_g1_i3_1_1800_340",22.581,217,145,4,240,434,129,344,2.57e-10,63.2
"AT5G04550","TRINITY_DN100004_c2_g1_i1_1_1_777",31.746,63,39,2,469,528,162,223,6.5,30
"AT5G46260","TRINITY_DN100018_c8_g1_i5_1_1087_305",28.829,111,67,6,804,907,30,135,7,30.8
"AT5G01450","TRINITY_DN100000_c0_g1_i1_1_76_1308",37.681,69,37,2,369,436,340,403,0.000206,43.9
"AT5G40880","TRINITY_DN100007_c0_g1_i3_1_1800_340",22.791,215,124,8,279,464,129,330,0.002,40.8
"AT5G03435","TRINITY_DN100002_c0_g1_i3_1_299_3406",34.469,763,416,24,33,740,297,1030,9.86e-105,348
"AT5G54530","TRINITY_DN100002_c0_g1_i3_1_299_3406",28.302,106,53,3,67,161,323,416,2.4,29.3
"AT5G50120","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.473,237,124,9,166,350,115,348,2.16e-06,50.1
"AT5G22840","TRINITY_DN100003_c0_g1_i4_1_835_260",35.088,171,93,5,311,471,28,190,3.1e-20,90.5
"AT5G54520","TRINITY_DN100007_c0_g1_i5_1_2253_793",22.727,264,172,8,191,434,100,351,0.006,39.7
"AT5G27300","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.197,254,139,5,139,344,132,382,5.34e-14,75.9
"AT5G06850","TRINITY_DN100002_c0_g1_i3_1_299_3406",49.871,778,338,15,39,794,289,1036,0,723
"AT5G57070","TRINITY_DN100023_c0_g1_i3_1_205_885",33.962,53,34,1,147,198,53,105,6,30
"AT5G57040","TRINITY_DN100022_c6_g2_i1_1_151_657",27.869,122,78,5,76,189,48,167,5.72e-05,42.7
"AT5G49700","TRINITY_DN100022_c7_g1_i4_1_3_1295",29.167,72,50,1,54,124,143,214,2.8,30
"AT5G27920","TRINITY_DN100018_c8_g1_i5_1_1087_305",31.169,231,131,13,171,392,42,253,3.99e-09,58.5
"AT5G62370","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.932,644,405,10,62,702,177,751,1.51e-48,186
"AT5G27945","TRINITY_DN100007_c0_g1_i5_1_2253_793",29,100,63,3,145,238,296,393,0.005,39.7
"AT5G04810","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.523,558,395,4,378,926,210,761,5.42e-67,241
"AT5G54890","TRINITY_DN100022_c7_g1_i4_1_3_1295",43.6,250,135,3,103,349,23,269,3.08e-71,232
"AT5G27570","TRINITY_DN100007_c0_g1_i5_1_2253_793",25.658,152,95,5,82,220,247,393,0.006,39.3
"AT5G12970","TRINITY_DN100002_c0_g1_i3_1_299_3406",50.633,790,335,17,7,769,275,1036,0,738
"AT5G22640","TRINITY_DN100002_c0_g1_i3_3_2349_1807",29.167,72,48,1,773,841,99,170,3.3,31.2
"AT5G23340","TRINITY_DN100018_c8_g1_i5_1_1087_305",30.978,184,117,9,82,265,3,176,7.56e-07,50.8
"AT5G56920","TRINITY_DN100017_c0_g1_i4_2_3564_1420",32.727,55,31,1,145,199,662,710,3.1,29.6
"AT5G19320","TRINITY_DN100018_c8_g1_i5_1_1087_305",28.743,167,96,8,264,428,62,207,3.2,30.8
"AT5G63040","TRINITY_DN100011_c4_g1_i1_2_987_532",44.444,27,15,0,88,114,116,142,6.5,28.5
"AT5G19310","TRINITY_DN100017_c0_g1_i1_2_3342_451",33.333,516,276,18,386,845,209,712,2.37e-61,227
"AT5G42010","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.312,218,124,10,243,440,142,338,0.001,42.7
"AT5G63080","TRINITY_DN100009_c0_g1_i2_2_4173_460",25.806,62,40,1,240,295,1120,1181,0.075,36.2
"AT5G63060","TRINITY_DN100023_c0_g1_i1_2_2693_1296",25.472,212,126,10,70,263,120,317,5.51e-06,47.8
"AT5G51380","TRINITY_DN100018_c8_g1_i5_1_1087_305",30,190,89,11,196,355,30,205,0.39,33.5
"AT5G13770","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.092,303,194,3,330,596,293,595,6.65e-23,104
"AT5G13840","TRINITY_DN100007_c0_g1_i5_1_2253_793",22.358,246,139,8,225,456,124,331,0.007,39.7
"AT5G23430","TRINITY_DN100007_c0_g1_i5_1_2253_793",25.455,220,127,8,9,196,149,363,1.61e-08,58.5
"AT5G07810","TRINITY_DN100017_c0_g1_i1_2_3342_451",25.331,529,306,22,200,673,205,699,6.8e-25,112
"AT5G56680","TRINITY_DN100022_c2_g1_i4_1_2_1636",29.31,58,41,0,507,564,482,539,0.014,38.9
"AT5G16640","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.455,440,306,0,62,501,227,666,3.14e-72,247
"AT5G35980","TRINITY_DN100003_c0_g1_i4_1_835_260",31.373,204,104,6,262,465,23,190,3.06e-19,89
"AT5G42310","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.157,497,365,1,188,684,272,766,1.6e-53,198
"AT5G16750","TRINITY_DN100007_c0_g1_i3_1_1800_340",21.652,351,230,12,407,733,117,446,3.16e-06,51.2
"AT5G63370","TRINITY_DN100003_c0_g1_i4_1_835_260",30.857,175,88,6,440,593,27,189,2.67e-11,63.9
"AT5G46680","TRINITY_DN100008_c0_g2_i1_1_534_2876",31.415,417,279,4,17,428,285,699,9.01e-62,217
"AT5G23110","TRINITY_DN100000_c0_g1_i2_1_55_1236",32.857,70,38,3,4641,4704,326,392,0.009,42.7
"AT5G24830","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.128,436,305,2,135,570,330,761,1.67e-57,208
"AT5G27270","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.914,707,472,13,136,809,105,771,1.63e-34,142
"AT5G50280","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.536,407,297,2,260,666,303,707,2.45e-42,165
"AT5G48680","TRINITY_DN100004_c2_g1_i3_1_249_902",47.418,213,93,7,1,201,9,214,1.72e-47,159
"AT5G46500","TRINITY_DN100023_c0_g1_i3_2_2612_1296",31.169,77,47,3,15,87,209,283,5.7,29.6
"AT5G45760","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.38,242,118,9,84,305,135,331,4.88e-05,45.8
"AT5G48060","TRINITY_DN100002_c0_g1_i3_1_299_3406",44.455,1073,484,27,6,1036,34,1036,0,794
"AT5G46580","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.667,345,246,5,185,526,315,655,1.27e-29,126
"AT5G46610","TRINITY_DN100010_c0_g1_i2_1_213_2081",33.656,517,310,11,25,518,93,599,9.37e-78,260
"AT5G46600","TRINITY_DN100010_c0_g1_i2_1_213_2081",33.652,523,302,12,29,525,96,599,1.3e-72,246
"AT5G19080","TRINITY_DN100000_c0_g1_i2_1_55_1236",43.396,53,29,1,318,369,339,391,1.4e-05,47.4
"AT5G09680","TRINITY_DN100020_c0_g1_i3_1_86_1510",34.737,95,53,3,119,208,24,114,2.56e-08,53.9
"AT5G47050","TRINITY_DN100000_c0_g1_i1_1_76_1308",42.373,59,23,3,250,300,356,411,0.16,34.3
"AT5G24650","TRINITY_DN100004_c2_g1_i3_1_249_902",41.304,46,27,0,197,242,166,211,0.57,31.6
"AT5G38690","TRINITY_DN100009_c0_g1_i2_2_4173_460",32.927,82,42,4,24,100,177,250,0.00011,45.8
"AT5G38730","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.256,586,397,6,9,558,92,672,4.46e-59,213
"AT5G18950","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.299,314,216,3,155,464,221,532,1.77e-37,147
"AT5G53500","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.615,195,128,7,219,404,154,338,0.099,36.2
"AT5G45500","TRINITY_DN100018_c8_g1_i5_1_1087_305",33.621,116,65,5,467,580,135,240,0.056,37
"AT5G19030","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.846,52,37,0,90,141,469,520,7.8,27.7
"AT5G47010","TRINITY_DN100017_c0_g1_i4_2_3564_1420",26.4,125,81,5,513,626,242,366,2.1,33.1
"AT5G24710","TRINITY_DN100007_c0_g1_i5_1_2253_793",27.82,133,86,4,177,304,122,249,0.015,40
"AT5G43920","TRINITY_DN100007_c0_g1_i5_1_2253_793",26.667,60,43,1,454,513,125,183,0.16,35
"AT5G21222","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.111,434,305,5,322,751,245,675,1.38e-54,202
"AT5G03640","TRINITY_DN100003_c0_g1_i2_1_1060_611",41.509,53,31,0,776,828,43,95,0.000225,43.1
"AT5G02830","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.722,449,292,11,264,679,278,713,2.29e-26,116
"AT5G18350","TRINITY_DN100018_c8_g1_i5_1_1087_305",27.966,118,78,3,636,747,105,221,9.2,30.4
"AT5G02860","TRINITY_DN100008_c0_g2_i1_1_534_2876",27.619,630,435,8,153,764,140,766,1.45e-71,253
"AT5G23680","TRINITY_DN100004_c2_g1_i3_1_249_902",40,50,29,1,238,287,166,214,0.003,38.9
"AT5G44800","TRINITY_DN100017_c0_g1_i1_2_3342_451",29.842,506,281,17,692,1141,212,699,2.24e-51,199
"AT5G59930","TRINITY_DN100009_c0_g1_i2_2_4173_460",37.5,32,20,0,496,527,316,347,6.8,30.4
"AT5G26900","TRINITY_DN100007_c0_g1_i5_1_2253_793",25,152,96,5,116,254,247,393,0.07,36.2
"AT5G28420","TRINITY_DN100008_c0_g2_i1_1_534_2876",21.622,111,87,0,5,115,381,491,5.84e-05,42.4
"AT5G05380","TRINITY_DN100010_c0_g1_i4_1_213_2078",34.884,43,28,0,125,167,134,176,5.2,28.9
"AT5G05580","TRINITY_DN100020_c0_g1_i3_1_86_1510",20.392,255,173,7,154,387,183,428,1.2,32
"AT5G14530","TRINITY_DN100007_c0_g1_i3_1_1800_340",23.415,205,125,6,7,184,176,375,0.073,35.4
"AT5G50480","TRINITY_DN100001_c8_g1_i4_1_135_1037",26.667,150,83,7,55,189,106,243,9,27.7
"AT5G10940","TRINITY_DN100007_c0_g1_i5_1_2253_793",28.814,59,42,0,633,691,126,184,0.06,37.4
"AT5G59920","TRINITY_DN100009_c0_g1_i2_2_4173_460",45.455,33,18,0,491,523,315,347,1.4,33.1
"AT5G08390","TRINITY_DN100007_c0_g1_i5_1_2253_793",23.041,217,136,6,9,196,149,363,9.94e-09,59.3
"AT5G59900","TRINITY_DN100008_c0_g2_i1_1_534_2876",31.152,703,444,5,43,743,98,762,1.47e-105,348
"AT5G43530","TRINITY_DN100017_c0_g1_i1_2_3342_451",38.158,152,91,3,1105,1254,557,707,9.49e-23,106
"AT5G59240","TRINITY_DN100020_c0_g1_i3_1_86_1510",40.741,27,16,0,114,140,19,45,7.8,28.1
"AT5G42900","TRINITY_DN100011_c4_g1_i1_2_987_532",40,30,18,0,48,77,27,56,0.47,31.6
"AT5G67380","TRINITY_DN100003_c0_g1_i4_1_835_260",28.994,169,101,8,242,396,27,190,5.45e-12,65.1
"AT5G14420","TRINITY_DN100000_c0_g1_i1_1_76_1308",38.182,55,27,3,421,468,355,409,9.15e-05,45.1
"AT5G28370","TRINITY_DN100008_c0_g2_i1_1_534_2876",27.366,486,316,7,213,693,149,602,3.77e-51,191
"AT5G28380","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.632,277,162,9,106,376,384,622,1.44e-11,66.6
"AT5G28340","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.632,277,162,9,151,421,384,622,6.52e-12,68.2
"AT5G67320","TRINITY_DN100007_c0_g1_i5_1_2253_793",25,184,116,5,430,602,138,310,7.24e-05,46.2
"AT5G17880","TRINITY_DN100018_c8_g1_i5_1_1087_305",29.677,155,86,4,684,835,94,228,0.005,40.8
"AT5G24320","TRINITY_DN100007_c0_g1_i5_1_2253_793",28.571,70,48,1,211,278,261,330,0.36,34.7
"AT5G44760","TRINITY_DN100002_c0_g1_i3_1_299_3406",38.992,377,179,13,30,364,296,663,1.71e-64,226
"AT5G35100","TRINITY_DN100021_c0_g2_i2_1_195_1922",29.091,55,27,2,152,199,310,359,8.5,28.5
"AT5G65410","TRINITY_DN100006_c3_g1_i2_1_185_751",33.333,72,45,2,137,207,11,80,2.7,29.6
"AT5G14820","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.048,578,351,9,44,557,23,576,6.77e-40,156
"AT5G11100","TRINITY_DN100002_c0_g1_i3_1_299_3406",41.772,79,40,2,263,338,32,107,1.77e-07,55.1
"AT5G64780","TRINITY_DN100019_c1_g2_i2_2_690_1",54.601,163,66,3,1,156,69,230,1.88e-47,157
"AT5G15980","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.857,350,217,9,289,633,283,584,2.02e-10,64.7
"AT5G14350","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.074,162,107,3,92,239,255,414,1.12e-06,49.7
"AT5G05150","TRINITY_DN100007_c0_g1_i3_1_1800_340",30.769,39,26,1,195,233,294,331,3.4,30.4
"AT5G14770","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.496,564,378,6,60,611,213,774,1.22e-70,252
"AT5G63970","TRINITY_DN100000_c0_g1_i2_1_55_1236",36.538,52,26,3,322,366,341,392,0.036,36.6
"AT5G43730","TRINITY_DN100018_c8_g1_i5_1_1087_305",29.524,105,69,2,534,635,143,245,1.1,32.7
"AT5G64730","TRINITY_DN100007_c0_g1_i3_1_1800_340",25.561,223,137,7,27,223,123,342,9.14e-09,56.6
"AT5G09450","TRINITY_DN100008_c0_g2_i1_1_534_2876",25,96,71,1,158,253,458,552,0.002,41.2
"AT5G20420","TRINITY_DN100017_c0_g1_i1_2_3342_451",28.342,187,122,3,1040,1219,534,715,2.46e-15,82
"AT5G50550","TRINITY_DN100007_c0_g1_i5_1_2253_793",34.043,47,21,1,148,194,309,345,0.97,32
"AT5G64320","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.846,650,416,9,76,712,122,744,1.46e-84,287
"AT5G63950","TRINITY_DN100017_c0_g1_i1_2_3342_451",30.189,583,342,16,353,900,185,737,8.68e-68,247
"AT5G14790","TRINITY_DN100001_c8_g1_i2_1_209_667",65.517,58,20,0,170,227,93,150,2.05e-17,79.3
"AT5G05130","TRINITY_DN100017_c0_g1_i3_2_2453_246",35.673,171,103,3,670,835,539,707,3.9e-20,96.3
"AT5G05450","TRINITY_DN100017_c0_g1_i3_2_2453_246",29.31,58,41,0,324,381,628,685,5.5,30.8
"AT5G67250","TRINITY_DN100018_c8_g1_i5_1_1087_305",25.134,187,129,6,249,431,1,180,2.3,31.2
"AT5G15280","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.442,557,356,7,569,1119,286,772,4.61e-29,125
"AT5G58760","TRINITY_DN100007_c0_g1_i5_1_2253_793",45.161,31,16,1,170,200,302,331,2.5,31.6
"AT5G15010","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.849,383,262,9,139,510,295,666,3.83e-33,135
"AT5G18390","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.667,330,241,1,108,437,278,606,1.13e-37,147
"AT5G58787","TRINITY_DN100000_c0_g1_i2_1_55_1236",28.571,63,39,2,128,186,326,386,3,29.6
"AT5G64820","TRINITY_DN100017_c0_g1_i4_2_3564_1420",26.389,72,51,1,28,99,431,500,5.6,27.7
"AT5G43820","TRINITY_DN100008_c0_g2_i1_1_534_2876",23.636,385,279,3,147,523,277,654,2.28e-31,129
"AT5G55840","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.758,673,422,5,91,759,139,771,1.08e-91,315
"AT5G44870","TRINITY_DN100018_c8_g1_i5_1_1087_305",26.768,198,97,7,725,916,94,249,1.9,32.7
"AT5G60940","TRINITY_DN100007_c0_g1_i5_1_2253_793",19.915,236,145,9,134,346,125,339,0.003,40.4
"AT5G45250","TRINITY_DN100018_c8_g1_i5_1_1087_305",27.559,127,69,4,684,807,94,200,1.6,33.1
"AT5G08560","TRINITY_DN100007_c0_g1_i5_1_2253_793",33.333,60,39,1,502,561,127,185,0.002,41.2
"AT5G60960","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.194,372,228,11,129,467,319,669,2.04e-18,89.4
"AT5G40030","TRINITY_DN100003_c0_g1_i4_1_835_260",26.316,152,59,3,343,445,44,191,1.24e-05,46.6
"AT5G14640","TRINITY_DN100003_c0_g1_i4_1_835_260",30.233,172,94,4,209,358,22,189,1.06e-14,73.2
"AT5G39980","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.325,462,302,4,149,604,275,699,1.45e-44,171
"AT5G37160","TRINITY_DN100021_c0_g2_i1_1_209_1957",26.389,72,48,2,418,484,247,318,3.3,32
"AT5G17980","TRINITY_DN100002_c0_g1_i3_1_299_3406",49.721,1076,442,27,3,1049,31,1036,0,943
"AT5G58830","TRINITY_DN100022_c7_g1_i2_1_3_749",28.235,85,48,3,84,167,137,209,2.2,31.6
"AT5G23730","TRINITY_DN100007_c0_g1_i5_1_2253_793",25.333,150,93,5,155,292,219,361,0.53,32.7
"AT5G67570","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.518,413,288,11,258,646,354,758,2.02e-18,90.9
"AT5G28460","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.571,657,451,15,93,745,140,762,2.76e-53,198
"AT5G50650","TRINITY_DN100007_c0_g1_i5_1_2253_793",34.043,47,21,1,148,194,309,345,0.97,32
"AT5G08100","TRINITY_DN100001_c8_g1_i8_1_135_1100",77.358,318,66,1,2,313,2,319,6.1e-179,502
"AT5G66160","TRINITY_DN100000_c0_g1_i1_1_76_1308",23.214,112,72,3,185,285,302,410,2.3,30.4
"AT5G01520","TRINITY_DN100000_c0_g1_i2_1_55_1236",30.645,62,37,2,131,188,327,386,2.1,30
"AT5G18420","TRINITY_DN100008_c0_g2_i1_1_534_2876",35.417,48,18,1,336,383,746,780,7.2,29.6
"AT5G04220","TRINITY_DN100002_c0_g1_i2_1_299_3421",43.243,74,36,2,263,333,35,105,9.3e-10,62
"AT5G56190","TRINITY_DN100007_c0_g1_i3_1_1800_340",30.508,59,40,1,310,368,294,351,7.4,29.6
"AT5G18620","TRINITY_DN100017_c0_g1_i1_2_3342_451",30.826,545,317,17,155,643,171,711,2.03e-60,224
"AT5G64250","TRINITY_DN100024_c3_g1_i2_1_2429_1287",24.26,169,109,9,15,175,18,175,0.96,32
"AT5G66240","TRINITY_DN100007_c0_g1_i5_1_2253_793",19.444,144,107,4,29,164,205,347,3.3,30
"AT5G64630","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.427,131,79,4,25,150,223,338,0.004,40.4
"AT5G09820","TRINITY_DN100001_c8_g3_i1_1_92_832",21.023,176,113,6,103,269,82,240,0.017,36.6
"AT5G51370","TRINITY_DN100018_c8_g1_i5_1_1087_305",25,272,149,13,135,371,3,254,6.8,29.3
"AT5G51980","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.257,202,111,7,143,310,148,341,0.24,34.3
"AT5G57250","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.816,583,336,8,283,857,252,763,1.62e-60,222
"AT5G15265","TRINITY_DN100010_c0_g1_i4_1_213_2078",28.358,67,45,1,12,78,266,329,6.7,25.8
"AT5G66631","TRINITY_DN100008_c0_g2_i1_1_534_2876",23.902,205,152,2,408,612,278,478,1.44e-10,65.1
"AT5G05970","TRINITY_DN100007_c0_g1_i5_1_2253_793",19.355,217,147,5,101,294,122,333,0.85,33.5
"AT5G03560","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.719,153,102,2,188,337,374,525,1.26e-19,90.9
"AT5G13480","TRINITY_DN100007_c0_g1_i3_1_1800_340",21.941,237,149,7,132,340,117,345,1.57e-08,58.2
"AT5G43930","TRINITY_DN100007_c0_g1_i5_1_2253_793",36,50,29,2,107,156,304,350,7.6,30.4
"AT5G27030","TRINITY_DN100007_c0_g1_i5_1_2253_793",23.626,182,134,4,781,961,157,334,0.37,35.4
"AT5G25630","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.672,458,310,6,59,513,330,755,8.88e-41,159
"AT5G37740","TRINITY_DN100002_c0_g1_i3_1_299_3406",27.711,83,43,4,25,100,649,721,0.042,34.7
"ATMG00220","TRINITY_DN100001_c8_g1_i8_1_135_1100",30.769,39,27,0,39,77,94,132,5.8,29.6
"ATMG00860","TRINITY_DN100017_c0_g1_i3_2_2453_246",34.783,46,23,1,34,79,372,410,1.1,30
